sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
185;2014;December;Midwest;East North Central;IL;Hillside;Lorine Wilbert;4012 Roosevelt Rd;-87.88;41.86;Sales Channel 2;Sports Drinks;30880.81496
186;2014;December;Midwest;East North Central;IL;Hinsdale;Trinidad Vanes;935 N York Rd;-87.93;41.82;Sales Channel 2;Infusions;32424.85571
187;2014;December;Midwest;East North Central;IL;Hoffman Estates;Elisha Takes;2580 W Golf Rd;-88.14;42.05;Sales Channel 2;Sports Drinks;34046.0985
188;2014;December;Midwest;East North Central;IL;Hoffman Estates;Macy Gallaher;2250 W Higgins Rd;-88.14;42.06;Sales Channel 4;Juices;35748.40342
189;2014;December;Midwest;East North Central;IL;Huntley;Darnell Mcmurray;10711 Rt 47;-88.43;42.17;Sales Channel 4;Infusions;37535.82359
190;2014;December;Midwest;East North Central;IL;Itasca;Eartha Kellman;1301 E Irving Park Rd;-88;41.97;Sales Channel 2;Sports Drinks;39412.61477
191;2014;December;Midwest;East North Central;IL;Joliet;Bernarda Susana;1421 Riverboat Center Dr;-88.17;41.5;Sales Channel 4;Juices;15636
192;2014;December;Midwest;East North Central;IL;Joliet;Carlena Angeletti;4280 W Jefferson;-88.19;41.52;Sales Channel 2;Infusions;16417.8
193;2014;December;Midwest;East North Central;IL;Joliet;Elois Parayno;1555 North Broadway;-88.09;41.55;Sales Channel 2;Infusions;17238.69
194;2014;December;Midwest;East North Central;IL;Joliet;Shaun Ayotte;Louis Joliet Mall;-88.17;41.58;Sales Channel 2;Juices;18100.6245
195;2014;December;Midwest;East North Central;IL;Kankakee;Marchelle Krudop;1780 E Court St;-87.84;41.12;Sales Channel 1;Softdrinks;19005.65573
196;2014;December;Midwest;East North Central;IL;Knoxville;Monika Gofton;743 Knox Hwy 10;-90.31;40.92;Sales Channel 2;Sports Drinks;19955.93851
197;2014;December;Midwest;East North Central;IL;Lake Bluff;Cinda Goutremout;28929 N Waukegan Rd;-87.88;42.28;Sales Channel 4;Softdrinks;20953.73544
198;2014;December;Midwest;East North Central;IL;Lake Zurich;Vanita Dancause;653 S Rand Rd;-88.1;42.19;Sales Channel 2;Softdrinks;22001.42221
199;2014;December;Midwest;East North Central;IL;Lawrenceville;Dianna Dunker;2608 West Haven Road;-87.7;38.73;Sales Channel 4;Juices;23101.49332
200;2014;December;Midwest;East North Central;IL;Lebanon;Jeannetta Sunder;713 S Madison;-89.81;38.6;Sales Channel 4;Juices;24256.56799
201;2014;December;Midwest;East North Central;IL;Lemont;Tiffany Lamparski;1152 State St;-88;41.66;Sales Channel 2;Sports Drinks;25469.39638
202;2014;December;Midwest;East North Central;IL;Leroy;Briana Graner;300 Sunset Dr;-88.76;40.34;Sales Channel 2;Sports Drinks;26742.8662
203;2014;December;Midwest;East North Central;IL;Libertyville;Winnifred Amstrong;1417 W Peterson;-88.01;42.31;Sales Channel 2;Softdrinks;28080.00951
204;2014;December;Midwest;East North Central;IL;Lincolnshire;Mazie Gnegy;450 Milwaukee Ave;-87.93;42.2;Sales Channel 4;Softdrinks;29484.00999
205;2014;December;Midwest;East North Central;IL;Lisle;Ludie Galentine;1019 Maple Ave;-88.07;41.79;Sales Channel 3;Infusions;30958.21049
206;2014;December;Midwest;East North Central;IL;Lisle;Ludie Galentine;1019 Maple Ave;-88.07;41.79;Sales Channel 3;Softdrinks;32506.12101
207;2014;December;Midwest;East North Central;IL;Lockport;Casey Carlill;16519 W 159th St;-88.02;41.6;Sales Channel 1;Infusions;15636
208;2014;December;Midwest;East North Central;IL;Lockport;Casey Carlill;16519 W 159th St;-88.02;41.6;Sales Channel 1;Sports Drinks;16417.8
209;2014;December;Midwest;East North Central;IL;Lombard;Bernadine Wohlwend;300 E Roosevelt Rd;-88.01;41.86;Sales Channel 2;Softdrinks;17238.69
210;2014;December;Midwest;East North Central;IL;Machesney Park;Venessa Lozoya;10101 N 2nd St;-89.04;42.37;Sales Channel 4;Sports Drinks;18100.6245
211;2014;December;Midwest;East North Central;IL;Macomb;Patrina Algire;625 W Jackson St;-90.68;40.46;Sales Channel 1;Softdrinks;19005.65573
212;2014;December;Midwest;East North Central;IL;Mahomet;Alethia Kellermann;1006 Purnell Dr;-88.37;40.19;Sales Channel 3;Sports Drinks;19955.93851
213;2014;December;Midwest;East North Central;IL;Manteno;Lucien Spanfellner;103 South Creek Dr;-87.85;41.25;Sales Channel 4;Juices;20953.73544
214;2014;December;Midwest;East North Central;IL;Marengo;Shaneka Henifin;200 W Grant Hwy;-88.61;42.25;Sales Channel 1;Softdrinks;22001.42221
215;2014;December;Midwest;East North Central;IL;Marion;Deedee Seals;700 North Court Street;-88.93;37.73;Sales Channel 4;Juices;23101.49332
216;2014;December;Midwest;East North Central;IL;Mascoutah;Iliana Fratus;721 N Jefferson;-89.79;38.5;Sales Channel 1;Infusions;24256.56799
217;2014;December;Midwest;East North Central;IL;Matteson;Lessie Pawell;4010 W 211th St;-87.71;41.51;Sales Channel 4;Sports Drinks;25469.39638
218;2014;December;Midwest;East North Central;IL;Mattoon;Oscar Cashing;103 Dettro Drive;-88.33;39.48;Sales Channel 2;Sports Drinks;26742.8662
219;2014;December;Midwest;East North Central;IL;Mc Leansboro;Gena Kersting;500 W Randolph St;-88.54;38.09;Sales Channel 1;Softdrinks;25405.72289
220;2014;December;Midwest;East North Central;IL;Mchenry;Tomiko Niederer;4411 West Route 120;-88.28;42.35;Sales Channel 4;Juices;26676.00904
221;2014;December;Midwest;East North Central;IL;Mclean;Akiko Trexel;400 Main Street;-89.17;40.32;Sales Channel 2;Softdrinks;28009.80949
222;2014;December;Midwest;East North Central;IL;Melrose Park;Alyssa Salser;8327 W North Ave;-87.83;41.91;Sales Channel 4;Infusions;29410.29996
223;2014;December;Midwest;East North Central;IL;Melrose Park;Alyssa Salser;8327 W North Ave;-87.83;41.91;Sales Channel 4;Sports Drinks;30880.81496
224;2014;December;Midwest;East North Central;IL;Mendota;Mireille Cucco;2701 E 12th St;-89.07;41.55;Sales Channel 2;Softdrinks;32424.85571
225;2014;December;Midwest;East North Central;IL;Metamora;Alissa Suiter;901 W Mount Vernon;-89.37;40.79;Sales Channel 3;Sports Drinks;34046.0985
226;2014;December;Midwest;East North Central;IL;Metropolis;Howard Mautino;1545 E Fifth Street;-88.71;37.15;Sales Channel 4;Juices;35748.40342
227;2014;December;Midwest;East North Central;IL;Mettawa;Shenika Orourke;Lake Forest Oasis MM 60 [13783 West Oasis Service Road I-94];-87.9;42.25;Sales Channel 2;Juices;37535.82359
228;2014;December;Midwest;East North Central;IL;Mettawa;Zora Santomauro;Lake Forest Oasis MM 60 [13783 West Oasis Service Road I-94];-87.9;42.25;Sales Channel 2;Juices;39412.61477
229;2014;December;Midwest;East North Central;IL;Midlothian;Dannie Graft;14601 South Pulaski Ave;-87.72;41.63;Sales Channel 4;Infusions;15636
230;2014;December;Midwest;East North Central;IL;Milan;Shanna Belsky;400 W 1st St;-90.57;41.45;Sales Channel 2;Infusions;16417.8
231;2014;December;Midwest;East North Central;IL;Minooka;Karan Buchanan;102 N Ridge Rd;-88.27;41.46;Sales Channel 4;Juices;17238.69
232;2014;December;Midwest;East North Central;IL;Moline;Jewell Ouchi;1800 - 36th Avenue;-90.51;41.48;Sales Channel 2;Sports Drinks;18100.6245
233;2014;December;Midwest;East North Central;IL;Moline;Jovan Santos;3433 Avenue Of The Cities;-90.49;41.49;Sales Channel 2;Softdrinks;19005.65573
234;2014;December;Midwest;East North Central;IL;Monee;Suk Richardson;I 57 Nec & Monee Manhattan Rd;-87.76;41.43;Sales Channel 4;Juices;19955.93851
235;2014;December;Midwest;East North Central;IL;Monmouth;Keturah Popovich;1134 N Main St;-90.65;40.92;Sales Channel 3;Juices;20953.73544
236;2014;December;Midwest;East North Central;IL;Monticello;Shalonda Liechty;306 S Market St;-88.57;40.02;Sales Channel 3;Juices;22001.42221
237;2014;December;Midwest;East North Central;IL;Morrison;Allen Hero;606 E Lincoln Way;-89.96;41.81;Sales Channel 4;Sports Drinks;23101.49332
238;2014;December;Midwest;East North Central;IL;Mount Prospect;Alecia Caporali;100 W Rand Rd;-87.94;42.08;Sales Channel 4;Sports Drinks;24256.56799
239;2014;December;Midwest;East North Central;IL;Mount Vernon;Krystal Bassano;102 Potomac;-88.96;38.31;Sales Channel 2;Softdrinks;25469.39638
240;2014;December;Midwest;East North Central;IL;Mt Sterling;Erma Chernesky;418 E Main St;-90.76;39.98;Sales Channel 2;Infusions;26742.8662
241;2014;December;Midwest;East North Central;IL;Mundelein;Terrell Bonamico;665 S Rt 83;-88;42.24;Sales Channel 4;Infusions;28080.00951
242;2014;December;Midwest;East North Central;IL;Murphysboro;Olevia Strom;550 E Industrial Park Rd #14 Rt 13 & 1;-89.32;37.79;Sales Channel 4;Infusions;29484.00999
243;2014;December;Midwest;East North Central;IL;Naperville;Carissa Hulburt;1298 S Naper Blvd;-88.12;41.75;Sales Channel 1;Infusions;30958.21049
244;2014;December;Midwest;East North Central;IL;Naperville;Isiah Kuder;3232 State Route 59;-88.21;41.71;Sales Channel 2;Infusions;32506.12101
245;2014;December;Midwest;East North Central;IL;Naperville;Jannette Hepworth;1520 N Naper Blvd;-88.12;41.8;Sales Channel 2;Softdrinks;15636
246;2014;December;Midwest;East North Central;IL;Naperville;Tambra Marquez;892 W 75th St;-88.16;41.75;Sales Channel 2;Softdrinks;16417.8
247;2014;December;Midwest;East North Central;IL;New Lenox;Louie Plant;2151 E Laraway Rd;-87.95;41.48;Sales Channel 4;Juices;17238.69
248;2014;December;Midwest;East North Central;IL;New Lenox;Sanda Dugay;600 West Maple;-87.98;41.52;Sales Channel 1;Infusions;18100.6245
249;2014;December;Midwest;East North Central;IL;Niles;Benedict Trizarry;8460 Dempster Ave;-87.84;42.04;Sales Channel 4;Infusions;19005.65573
250;2014;December;Midwest;East North Central;IL;Niles;Damon Nevilles;7969 N Milwaukee Ave;-87.81;42.03;Sales Channel 2;Juices;19955.93851
251;2014;December;Midwest;East North Central;IL;Niles;Ling Hollman;298 Golf Mill Shopping Center;-87.84;42.05;Sales Channel 4;Sports Drinks;20953.73544
252;2014;December;Midwest;East North Central;IL;Normal;Debi Torstrick;804 S Main St;-88.99;40.5;Sales Channel 2;Sports Drinks;22001.42221
253;2014;December;Midwest;East North Central;IL;Norridge;Fatimah Walkins;4104 N Harlem Ave [satellite];-87.81;41.95;Sales Channel 2;Juices;23101.49332
254;2014;December;Midwest;East North Central;IL;North Chicago;Magan Dubie;2211 Greenbay Road;-87.87;42.32;Sales Channel 4;Softdrinks;24256.56799
255;2014;December;Midwest;East North Central;IL;Oak Lawn;Rick Ramundo;6034 W 95th St;-87.77;41.72;Sales Channel 4;Infusions;25469.39638
256;2014;December;Midwest;East North Central;IL;Oak Park;Nakia Kertis;111 W Madison St;-87.78;41.88;Sales Channel 4;Sports Drinks;26742.8662
257;2014;December;Midwest;East North Central;IL;Oakwood;Penny Ukosata;Oakwood & Farm Rd 1750;-87.78;40.12;Sales Channel 2;Infusions;25405.72289
258;2014;December;Midwest;East North Central;IL;O'fallon;Noel Boggus;109 East Highway 50;-89.91;38.59;Sales Channel 2;Infusions;26676.00904
259;2014;December;Midwest;East North Central;IL;Oglesby;Kylee Blatt;115 N Lewis Ave;-89.08;41.3;Sales Channel 1;Juices;28009.80949
260;2014;December;Midwest;East North Central;IL;Olney;Garnett Mast;701 E Main St;-88.08;38.73;Sales Channel 2;Juices;29410.29996
261;2014;December;Midwest;East North Central;IL;Olympia Fields;Maryellen Boelk;2400 W Lincoln Highway;-87.67;41.51;Sales Channel 4;Juices;30880.81496
262;2014;December;Midwest;East North Central;IL;Oregon;Jeri Siwik;211 S 4th St;-89.33;42.01;Sales Channel 2;Infusions;32424.85571
263;2014;December;Midwest;East North Central;IL;Orland;Lucille Pell;11111 W 179th St;-87.89;41.56;Sales Channel 4;Softdrinks;34046.0985
264;2014;December;Midwest;East North Central;IL;Ottawa;Magaly Plassmeyer;127 E Norris Dr;-88.84;41.36;Sales Channel 1;Sports Drinks;35748.40342
265;2014;December;Midwest;East North Central;IL;Palatine;Dennis Deprince;1570 E Northwest Hwy;-88.01;42.09;Sales Channel 4;Infusions;37535.82359
266;2014;December;Midwest;East North Central;IL;Palatine;Dennis Deprince;1570 E Northwest Hwy;-88.01;42.09;Sales Channel 4;Sports Drinks;39412.61477
267;2014;December;Midwest;East North Central;IL;Palatine;Kimberely Swedlund;275 W Northwest Hwy;-88.13;42.16;Sales Channel 4;Infusions;15636
268;2014;December;Midwest;East North Central;IL;Palatine;Kimberely Swedlund;275 W Northwest Hwy;-88.13;42.16;Sales Channel 4;Sports Drinks;16417.8
269;2014;December;Midwest;East North Central;IL;Palatine;Latesha Leakes;1576 North Rand Road;-88.02;42.14;Sales Channel 4;Infusions;17238.69
270;2014;December;Midwest;East North Central;IL;Palos Heights;Anne Tyrone;7100 West 127th Street;-87.79;41.66;Sales Channel 4;Juices;18100.6245
271;2014;December;Midwest;East North Central;IL;Palos Hills;Nakisha Casgrove;11050 Southwest Highway;-87.81;41.69;Sales Channel 4;Sports Drinks;19005.65573
272;2014;December;Midwest;East North Central;IL;Paris;Kimberely Ciardullo;701 E Jasper;-87.68;39.6;Sales Channel 2;Softdrinks;19955.93851
273;2014;December;Midwest;East North Central;IL;Pekin;Araceli Osment;3291 Court St;-89.6;40.55;Sales Channel 1;Softdrinks;20953.73544
274;2014;December;Midwest;East North Central;IL;Peoria;Cara Kalinowski;4007 W Barring Trce;-89.66;40.77;Sales Channel 1;Infusions;22001.42221
275;2014;December;Midwest;East North Central;IL;Peoria;Osvaldo Cygrymus;3600 University;-89.61;40.73;Sales Channel 4;Infusions;23101.49332
276;2014;December;Midwest;East North Central;IL;Peoria;Samella Mcadam;7720 N University;-89.62;40.78;Sales Channel 2;Infusions;24256.56799
277;2014;December;Midwest;East North Central;IL;Peoria;Samella Mcadam;7720 N University;-89.62;40.78;Sales Channel 2;Softdrinks;25469.39638
278;2014;December;Midwest;East North Central;IL;Peoria Heights;Maryellen Paddy;3717 N Prospect;-89.57;40.73;Sales Channel 4;Softdrinks;26742.8662
279;2014;December;Midwest;East North Central;IL;Peru;Jenifer Mracek;5251 Trompeter Road;-89.13;41.37;Sales Channel 2;Softdrinks;28080.00951
280;2014;December;Midwest;East North Central;IL;Peru;Russell Robertos;924 Shooting Park Road;-89.12;41.34;Sales Channel 2;Infusions;29484.00999
281;2014;December;Midwest;East North Central;IL;Pinckneyville;Nida Mcgroarty;10 W Water St;-89.38;38.08;Sales Channel 4;Softdrinks;30958.21049
282;2014;December;Midwest;East North Central;IL;Pittsfield;Roseann Granzella;524 W Washington;-90.81;39.61;Sales Channel 4;Softdrinks;32506.12101
283;2014;December;Midwest;East North Central;IL;Plainfield;Daniel Dunning;12501 S Route 59;-88.2;41.63;Sales Channel 4;Infusions;15636
284;2014;December;Midwest;East North Central;IL;Pontoon Beach;Daren Cusher;#2 Engineer Road;-90.08;38.75;Sales Channel 4;Sports Drinks;16417.8
285;2014;December;Midwest;East North Central;IL;Quincy;Artie Erekson;1301 Broadway;-91.4;39.94;Sales Channel 2;Infusions;17238.69
286;2014;December;Midwest;East North Central;IL;Rantoul;Ben Repetowski;711 W Champaign;-88.19;40.31;Sales Channel 2;Juices;18100.6245
287;2014;December;Midwest;East North Central;IL;Richmond;Tandy Highsmith;10607 Main St;-88.31;42.48;Sales Channel 4;Infusions;19005.65573
288;2014;December;Midwest;East North Central;IL;Richton Park;Xochitl Pirog;4855 W Sauk Trl;-87.73;41.48;Sales Channel 4;Sports Drinks;19955.93851
289;2014;December;Midwest;East North Central;IL;River Grove;Robena Drenner;8800 Grand Avenue;-87.85;41.93;Sales Channel 4;Juices;20953.73544
290;2014;December;Midwest;East North Central;IL;Rochelle;Hermelinda Voccia;1120 North 7th Street;-89.07;41.93;Sales Channel 1;Juices;22001.42221
291;2014;December;Midwest;East North Central;IL;Rock Falls;Nicolle Simonian;1005 1st Avenue;-89.69;41.77;Sales Channel 1;Juices;23101.49332
292;2014;December;Midwest;East North Central;IL;Rock Island;Audry Montesinos;2950 11th St;-90.58;41.48;Sales Channel 2;Juices;24256.56799
293;2014;December;Midwest;East North Central;IL;Rock Island;Audry Montesinos;2950 11th St;-90.58;41.48;Sales Channel 2;Sports Drinks;25469.39638
294;2014;December;Midwest;East North Central;IL;Rock Island;Minerva Santoro;1813 30th St;-90.56;41.49;Sales Channel 2;Juices;26742.8662
295;2014;December;Midwest;East North Central;IL;Rockford;Brittny Degrandpre;1032 E State St;-89.08;42.27;Sales Channel 2;Infusions;25405.72289
296;2014;December;Midwest;East North Central;IL;Rockford;Halley Powsey;3858 Northridge Dr;-89.03;42.32;Sales Channel 4;Juices;26676.00904
297;2014;December;Midwest;East North Central;IL;Rockford;Halley Powsey;3858 Northridge Dr;-89.03;42.32;Sales Channel 4;Sports Drinks;28009.80949
298;2014;December;Midwest;East North Central;IL;Rockford;Jeanne Mazo;6995 E Riverside Blvd;-88.98;42.32;Sales Channel 1;Sports Drinks;29410.29996
299;2014;December;Midwest;East North Central;IL;Rockford;Marsha Stranahan;3237 11th St;-89.07;42.23;Sales Channel 4;Softdrinks;30880.81496
300;2014;December;Midwest;East North Central;IL;Rockford;Merilyn Brezinka;4403 Harrison;-89.03;42.24;Sales Channel 1;Juices;32424.85571
301;2014;December;Midwest;East North Central;IL;Rockford;Omer Dennison;314 N Mulford Rd;-89;42.27;Sales Channel 4;Softdrinks;34046.0985
302;2014;December;Midwest;East North Central;IL;Rockford;Theola Buddle;7219 Walton St [WM];-88.98;42.27;Sales Channel 1;Softdrinks;35748.40342
303;2014;December;Midwest;East North Central;IL;Rockford;Traci Smelko;420 S Perryville Rd;-88.98;42.26;Sales Channel 2;Juices;37535.82359
304;2014;December;Midwest;East North Central;IL;Romeoville;Janean Stoot;1300 Marquette Dr;-88.07;41.67;Sales Channel 2;Sports Drinks;39412.61477
305;2014;December;Midwest;East North Central;IL;Roscoe;Darron Jaspers;5195 Elevator Rd;-89.01;42.43;Sales Channel 2;Juices;37441.98403
306;2014;December;Midwest;East North Central;IL;Round Lake Beach;Georgann Plainy;774 Rollins Rd;-88.06;42.38;Sales Channel 4;Sports Drinks;39314.08323
307;2014;December;Midwest;East North Central;IL;Savanna;Irene Markey;1240 Chicago Ave;-90.13;42.09;Sales Channel 2;Juices;41279.7874
308;2014;December;Midwest;East North Central;IL;Schaumburg;Homer Hemrich;550 S Roselle Rd;-88.08;42.02;Sales Channel 4;Juices;43343.77677
309;2014;December;Midwest;East North Central;IL;Schaumburg;Jane Roten;2545 W Schaumburg Rd;-88.14;42.02;Sales Channel 4;Softdrinks;45510.9656
310;2014;December;Midwest;East North Central;IL;Schaumburg;Matha Bolar;775 E Algonquin Rd;-88.06;42.07;Sales Channel 2;Infusions;47786.51388
311;2014;December;Midwest;East North Central;IL;Schiller Park;Caridad Koko;O'hare Oasis MM 38 [10201 Belle Plaine Avenue I-294];-87.88;41.95;Sales Channel 4;Sports Drinks;50175.83958
312;2014;December;Midwest;East North Central;IL;Schiller Park;Nga Silcox;9449 W Irving Park Rd;-87.86;41.95;Sales Channel 4;Infusions;52684.63156
313;2014;December;Midwest;East North Central;IL;Schiller Park;Tameka Kinnaird;O'hare Oasis MM 38 [10201 Belle Plaine Avenue I-294];-87.88;41.95;Sales Channel 4;Infusions;55318.86314
314;2014;December;Midwest;East North Central;IL;Schiller Park;Tameka Kinnaird;O'hare Oasis MM 38 [10201 Belle Plaine Avenue I-294];-87.88;41.95;Sales Channel 4;Sports Drinks;52552.91998
315;2014;December;Midwest;East North Central;IL;Skokie;Rosalyn Bellafiore;5360 Touhy Ave;-87.76;42.01;Sales Channel 4;Softdrinks;55180.56598
316;2014;December;Midwest;East North Central;IL;South Beloit;Hien Budesa;811 Prairie Hill Rd;-89.05;42.47;Sales Channel 2;Sports Drinks;57939.59428
317;2014;December;Midwest;East North Central;IL;South Holland;Herbert Voigt;Lincoln Oasis MM 1 [700 East Tri-state I-294];-87.6;41.58;Sales Channel 4;Infusions;60836.57399
318;2014;December;Midwest;East North Central;IL;Sparta;Usha Ruse;Il Rte 4 Sparta Square;-89.7;38.21;Sales Channel 2;Infusions;63878.40269
